Linkedin_Handle,FIN_Number,UTM_Source,Referred_By,Company_SSIC,Company_Address_Line_2,Address_Line_2,Managed_Contact,Company_State_Region,Company_Website,Highest_Qualification,Sales_Region,Contact_Type_Id,Contact_DB_Status_Id,Industry_Group,Lifecycle_Stage,Postal_Code,School_Attended,Cilos_Substage_Id,Sponsoring_Entity_Id,Referrer_Address,Company_Facebook,Nationality_Id,State_Region,Company_Name,Job_Classification,LinkedIn_URL,Date_of_Birth,NRIC_Number,Industry_Sector_Id,Secondary_Business_Acc_Mgr,Company_Owner,Company_Domain_Name,Passport_Number,Secondary_Business_Unit_Id,Company_Segment,Institute_Type,Company_UEN_Registration_No,Referrer_Email_Address,Partner_Type
handle66,FIN66,Facebook,Value_Referred_By_66,SSIC66,"Company Block 66","Block 66",0,KL,https://company66.com,Master,Value_Sales_Region_66,e8a24543-13d9-4032-84cc-b09bbf7ed59b,84b7b3d3-0741-44cd-a03c-a39460040f8b,Private,Customer,50000,"Test University 66",d37847fe-ba69-4104-b5e9-7cdd10f218c9,671083ae-e314-4c39-a0dd-95a18f0d4c52,"Ref Address 66",https://facebook.com/company66,f3b4a321-846a-4af9-8406-0a8452e0b686,KL,"Company 66",Sales,https://linkedin.com/in/user66,1992-09-27,NRIC66,cb2570e8-71a9-4772-8110-9a30b475d073,Value_Secondary_Business_Acc_Mgr_66,"Owner 66",company66.com,PASS66,e45e059c-5d09-4253-a444-08545176bbcc,Government,HigherED,UEN66,Value_Referrer_Email_Address_66,Partner
handle67,FIN67,Direct,Value_Referred_By_67,SSIC67,"Company Block 67","Block 67",1,KL,https://company67.com,PhD,Value_Sales_Region_67,3138827c-8a46-4686-a215-74a2d90689e2,62d6355c-e3c7-4691-b760-1db104c515cf,Public,Alumni,50000,"Test University 67",e6fce052-5e78-4f3b-a81c-247b9f317212,9620db40-ad14-44c1-9474-8ddb88f7a290,"Ref Address 67",https://facebook.com/company67,7e47faf3-90f4-4f13-833f-7c68e159db33,KL,"Company 67",Marketing,https://linkedin.com/in/user67,1983-09-15,NRIC67,956a901d-b572-400b-889d-d3d2eae30543,Value_Secondary_Business_Acc_Mgr_67,"Owner 67",company67.com,PASS67,e0b53ae3-5f53-4d5f-84b3-2628301277fe,Education,Training-Institute,UEN67,Value_Referrer_Email_Address_67,Reseller
handle68,FIN68,Google,Value_Referred_By_68,SSIC68,"Company Block 68","Block 68",0,KL,https://company68.com,Diploma,Value_Sales_Region_68,a2340bcb-1c35-48a2-bc92-997450f2fbd7,389758e2-efdf-4578-8e6f-5105a309441d,NGO,Prospect,50000,"Test University 68",8395bb85-4e9c-4ade-83d5-14369d8c2652,75fa4e9c-e923-400b-b1e9-65d3a0b80b3e,"Ref Address 68",https://facebook.com/company68,07e8c6d6-1fcb-425c-8fc8-7daaf2b54c30,KL,"Company 68",IT,https://linkedin.com/in/user68,1980-12-20,NRIC68,4557a6cb-d686-4028-b35e-2059b5b0b3ee,Value_Secondary_Business_Acc_Mgr_68,"Owner 68",company68.com,PASS68,1f37315f-0499-440a-a3f6-ffff5c4b523a,Corporate,HigherED,UEN68,Value_Referrer_Email_Address_68,Direct
handle69,FIN69,LinkedIn,Value_Referred_By_69,SSIC69,"Company Block 69","Block 69",1,KL,https://company69.com,Degree,Value_Sales_Region_69,4f5c893e-68fa-4187-8c58-38c2796c71db,ec6824bd-c34d-46a3-96b5-e3103c3f6775,Private,Lead,50000,"Test University 69",3a74f1a0-8541-4c2e-93dd-0b3200d05c84,279c4ca0-a989-4b8b-b81a-fadf1245d3bd,"Ref Address 69",https://facebook.com/company69,30a7495f-b371-47ae-9a49-93715d8e0c90,KL,"Company 69",Finance,https://linkedin.com/in/user69,1991-11-16,NRIC69,6139e64b-28da-483a-88d6-a5f227c83b4a,Value_Secondary_Business_Acc_Mgr_69,"Owner 69",company69.com,PASS69,64222919-2a41-4389-9c42-0d7e01c16383,SME,Training-Institute,UEN69,Value_Referrer_Email_Address_69,Partner
handle70,FIN70,Facebook,Value_Referred_By_70,SSIC70,"Company Block 70","Block 70",0,KL,https://company70.com,Master,Value_Sales_Region_70,06c7cf33-dd1d-480c-9bd9-1002d2811f42,708ab4e7-0585-47d3-8ab0-2c45decdd721,Public,Customer,50000,"Test University 70",9f54ec16-2887-40e7-b28b-ccbe2ef338ec,8d0b5432-23c9-4fc1-92e9-e298b7928e84,"Ref Address 70",https://facebook.com/company70,d068f03b-baa3-45ec-805f-6e6d4968b0fa,KL,"Company 70",Sales,https://linkedin.com/in/user70,1981-05-07,NRIC70,ffefd331-9405-4df0-a8a3-2803569b7816,Value_Secondary_Business_Acc_Mgr_70,"Owner 70",company70.com,PASS70,fb709084-4978-4426-9ddc-f3490918311d,Government,HigherED,UEN70,Value_Referrer_Email_Address_70,Reseller
handle71,FIN71,Direct,Value_Referred_By_71,SSIC71,"Company Block 71","Block 71",1,KL,https://company71.com,PhD,Value_Sales_Region_71,e57ae228-0022-43b4-a762-e486498d0220,65ce73b2-09f1-44cb-b1ad-af9f5208340c,NGO,Alumni,50000,"Test University 71",10da1a33-5211-463e-96d3-5be160b7d2b9,3197c064-e976-43e2-b4d5-e7bcdb0f560c,"Ref Address 71",https://facebook.com/company71,75306a61-ad01-4a66-a1a4-bc5339fd8b8e,KL,"Company 71",Marketing,https://linkedin.com/in/user71,1980-06-06,NRIC71,a67ff1ff-3724-4780-b376-03cf121e2481,Value_Secondary_Business_Acc_Mgr_71,"Owner 71",company71.com,PASS71,5f94d1ab-51d9-4f3c-a877-98e01ee61a23,Education,Training-Institute,UEN71,Value_Referrer_Email_Address_71,Direct
handle72,FIN72,Google,Value_Referred_By_72,SSIC72,"Company Block 72","Block 72",0,KL,https://company72.com,Diploma,Value_Sales_Region_72,5464eba3-48cb-44ea-91c9-8667ea63f1b6,eb3b13f1-25a3-4614-9e15-2ca64f523424,Private,Prospect,50000,"Test University 72",ff328e52-d507-479b-8d41-a0a144808d92,1b7d77ef-f1bf-475e-9fb7-775b99f512fc,"Ref Address 72",https://facebook.com/company72,364e3ceb-b12f-488f-9f26-d4577efc7ce0,KL,"Company 72",IT,https://linkedin.com/in/user72,1981-08-11,NRIC72,b49c4780-35a8-4b41-bf73-a945292daf06,Value_Secondary_Business_Acc_Mgr_72,"Owner 72",company72.com,PASS72,584d1c18-a4a5-45b5-ae3b-689790b5b31f,Corporate,HigherED,UEN72,Value_Referrer_Email_Address_72,Partner
handle73,FIN73,LinkedIn,Value_Referred_By_73,SSIC73,"Company Block 73","Block 73",1,KL,https://company73.com,Degree,Value_Sales_Region_73,d2e1085a-a6cd-4480-8177-1c0b913947e2,2d245827-ac1b-4498-88fd-87ad1d68752f,Public,Lead,50000,"Test University 73",95542039-1e5b-40b2-b1eb-ae109e08b3ba,cea40858-436c-473d-b92c-957a43dd3794,"Ref Address 73",https://facebook.com/company73,9ab9f7ad-e125-4bfe-a190-ae439dc36c61,KL,"Company 73",Finance,https://linkedin.com/in/user73,1994-02-06,NRIC73,b46c2156-0789-4a8c-8174-4b7455d3b96c,Value_Secondary_Business_Acc_Mgr_73,"Owner 73",company73.com,PASS73,55ca1f07-b37c-4d6a-a082-45e90ab6d8d9,SME,Training-Institute,UEN73,Value_Referrer_Email_Address_73,Reseller
handle74,FIN74,Facebook,Value_Referred_By_74,SSIC74,"Company Block 74","Block 74",0,KL,https://company74.com,Master,Value_Sales_Region_74,6228bdc3-eaf1-4474-bbd8-2ac48619199e,9349f1ee-037d-4abc-9b53-a307a29a1566,NGO,Customer,50000,"Test University 74",9c468eae-a5bc-4b61-9944-dda2f3c79db7,fbb148ec-1c22-4246-8b4a-f38e58eb254c,"Ref Address 74",https://facebook.com/company74,c4b911bf-03ad-45c3-8edc-4f50c5695f27,KL,"Company 74",Sales,https://linkedin.com/in/user74,1981-05-04,NRIC74,253109a4-26d0-48c4-b1ba-98ca1751a318,Value_Secondary_Business_Acc_Mgr_74,"Owner 74",company74.com,PASS74,9b45a56b-0006-460d-826b-8689c1bc7811,Government,HigherED,UEN74,Value_Referrer_Email_Address_74,Direct
handle75,FIN75,Direct,Value_Referred_By_75,SSIC75,"Company Block 75","Block 75",1,KL,https://company75.com,PhD,Value_Sales_Region_75,f8ff8e8d-efbd-4499-ad87-0c6cb656371e,00fbba9c-967e-4002-877e-049b88c919b1,Private,Alumni,50000,"Test University 75",6ff8be48-3e66-465a-b643-149424e0234b,f398b40a-4f23-482d-a164-c70caa19cef7,"Ref Address 75",https://facebook.com/company75,e9acb4e8-773e-4e24-89f7-c22736901382,KL,"Company 75",Marketing,https://linkedin.com/in/user75,1988-12-28,NRIC75,98a6a41d-9b95-4dde-8108-8548e98bd683,Value_Secondary_Business_Acc_Mgr_75,"Owner 75",company75.com,PASS75,7a3f6c44-76dd-4e01-8d17-e6e4d683bfde,Education,Training-Institute,UEN75,Value_Referrer_Email_Address_75,Partner
handle76,FIN76,Google,Value_Referred_By_76,SSIC76,"Company Block 76","Block 76",0,KL,https://company76.com,Diploma,Value_Sales_Region_76,0f43910d-a61c-4baf-9dfd-37640a609d97,7f1044de-9a48-4ba3-9223-54531e212d6d,Public,Prospect,50000,"Test University 76",9abd10af-b3a8-4c7e-8981-6dbddcd3b98a,45eccd71-58a7-4577-910b-7e7717897b63,"Ref Address 76",https://facebook.com/company76,a23287de-3f6d-42dc-8a05-a16eb6951b11,KL,"Company 76",IT,https://linkedin.com/in/user76,1986-04-18,NRIC76,11af201b-21e2-489e-b0f1-205cfb1c954d,Value_Secondary_Business_Acc_Mgr_76,"Owner 76",company76.com,PASS76,4798ea85-53e7-45bf-b41b-603fc9913445,Corporate,HigherED,UEN76,Value_Referrer_Email_Address_76,Reseller
handle77,FIN77,LinkedIn,Value_Referred_By_77,SSIC77,"Company Block 77","Block 77",1,KL,https://company77.com,Degree,Value_Sales_Region_77,2a62022d-bb56-4a56-9e17-ea488cfb252b,1d1ec630-982f-418a-858e-b2ec97db2c35,NGO,Lead,50000,"Test University 77",c2fc08f8-f2b3-4832-ab4f-8f4e1b27cd35,4c574d00-eec9-4abf-90fa-21469e53f7c2,"Ref Address 77",https://facebook.com/company77,46778565-2d72-48c4-88dc-362278b643d2,KL,"Company 77",Finance,https://linkedin.com/in/user77,1985-07-24,NRIC77,8797ad21-d004-4da2-a464-61df5e22a29f,Value_Secondary_Business_Acc_Mgr_77,"Owner 77",company77.com,PASS77,77f5a465-79e8-4b08-899c-8a71865dac37,SME,Training-Institute,UEN77,Value_Referrer_Email_Address_77,Direct
handle78,FIN78,Facebook,Value_Referred_By_78,SSIC78,"Company Block 78","Block 78",0,KL,https://company78.com,Master,Value_Sales_Region_78,cafebe2f-f04a-4cb9-9650-718781f3cf80,7808b45a-4d92-4cc3-a936-276ddbbe5615,Private,Customer,50000,"Test University 78",5b521ea0-35dd-4f4c-bd52-33f83132d6f5,b8357c08-ce99-4c64-8f4a-137f017a1662,"Ref Address 78",https://facebook.com/company78,284b9dd9-f6ba-4ece-b3e9-90d55287ad26,KL,"Company 78",Sales,https://linkedin.com/in/user78,1997-03-17,NRIC78,f1ac5124-751a-4efa-8c07-3fbc759bb885,Value_Secondary_Business_Acc_Mgr_78,"Owner 78",company78.com,PASS78,2b6da44f-66fd-4e3f-a081-0ce48edbab5d,Government,HigherED,UEN78,Value_Referrer_Email_Address_78,Partner
handle79,FIN79,Direct,Value_Referred_By_79,SSIC79,"Company Block 79","Block 79",1,KL,https://company79.com,PhD,Value_Sales_Region_79,eb28de6a-a753-4e2a-b5ff-893e0d9eac82,07f57cc8-43ea-4548-b94a-63d2da37ef86,Public,Alumni,50000,"Test University 79",6805b9c5-f146-4676-a07c-fa6d1b9d11f1,404450b5-b157-4736-87ba-e8f967c942f5,"Ref Address 79",https://facebook.com/company79,93d1185a-98ef-476f-918d-30e04aed1bb2,KL,"Company 79",Marketing,https://linkedin.com/in/user79,1991-11-12,NRIC79,3dac8d20-c1ff-4ed0-b74a-da76fff0c436,Value_Secondary_Business_Acc_Mgr_79,"Owner 79",company79.com,PASS79,8599bdf9-6208-47bf-b8cc-62133576c0df,Education,Training-Institute,UEN79,Value_Referrer_Email_Address_79,Reseller
handle80,FIN80,Google,Value_Referred_By_80,SSIC80,"Company Block 80","Block 80",0,KL,https://company80.com,Diploma,Value_Sales_Region_80,0a3aecd8-a18a-4ac9-9b8e-12b91abf9c08,d24e20f7-e782-40e7-8fa8-75fe78b18ab0,NGO,Prospect,50000,"Test University 80",0b42faa4-9089-44a7-aa57-c98ed8cbe40b,578d5cdf-863c-4451-aa4a-f061b1301697,"Ref Address 80",https://facebook.com/company80,0b267241-1942-447c-8e03-6e20fd1ddef0,KL,"Company 80",IT,https://linkedin.com/in/user80,1999-08-01,NRIC80,20c7ff1b-da43-42ba-9165-c62a13aaf3b1,Value_Secondary_Business_Acc_Mgr_80,"Owner 80",company80.com,PASS80,0c6e17cd-e595-45f0-bcb9-fe0907f05e50,Corporate,HigherED,UEN80,Value_Referrer_Email_Address_80,Direct
handle81,FIN81,LinkedIn,Value_Referred_By_81,SSIC81,"Company Block 81","Block 81",1,KL,https://company81.com,Degree,Value_Sales_Region_81,7b96799b-45b8-44c1-a2c5-b17fe07e6db7,df0ba7bb-6bf4-48eb-91f4-3e3760b518bf,Private,Lead,50000,"Test University 81",bb3b7558-3bd2-40e0-9e9d-61ac7d9ca5b4,5573eac2-fc9b-476c-95c5-6a5efe89bec9,"Ref Address 81",https://facebook.com/company81,65725f3c-b83c-4fae-a295-331d047a8f6d,KL,"Company 81",Finance,https://linkedin.com/in/user81,1999-10-09,NRIC81,5b146252-accf-478f-a131-89498f0014be,Value_Secondary_Business_Acc_Mgr_81,"Owner 81",company81.com,PASS81,a91087a0-8ea3-436e-b2b8-e504aaed8f70,SME,Training-Institute,UEN81,Value_Referrer_Email_Address_81,Partner
handle82,FIN82,Facebook,Value_Referred_By_82,SSIC82,"Company Block 82","Block 82",0,KL,https://company82.com,Master,Value_Sales_Region_82,4f04f54c-87dd-4157-a17e-7ae00f2dd319,b153f83f-6ef4-4d83-b558-8a305711a7e6,Public,Customer,50000,"Test University 82",c1c9caa6-4263-4db0-a4a1-5b563c2c12e7,482e3e18-e5cd-498e-a522-4bbedb5a9ed4,"Ref Address 82",https://facebook.com/company82,b4123a47-6f91-44fa-97bb-ec88c8f50a4f,KL,"Company 82",Sales,https://linkedin.com/in/user82,2000-02-12,NRIC82,82c1b6f0-12cb-4d50-ac60-0e11f9857250,Value_Secondary_Business_Acc_Mgr_82,"Owner 82",company82.com,PASS82,da526953-3dca-49e4-a24a-ae41e394f5a5,Government,HigherED,UEN82,Value_Referrer_Email_Address_82,Reseller
handle83,FIN83,Direct,Value_Referred_By_83,SSIC83,"Company Block 83","Block 83",1,KL,https://company83.com,PhD,Value_Sales_Region_83,e41dff8f-c9eb-4aa8-9e8b-76b4e5ed7b82,95bb37f4-b084-4a4b-b895-a6997c1bbf88,NGO,Alumni,50000,"Test University 83",3c955080-650a-4512-a333-ab735d63d345,6baf1edf-21d4-440d-95e4-2d39aadd5dc8,"Ref Address 83",https://facebook.com/company83,c5ae1674-8521-4cf0-972f-1092e487daf6,KL,"Company 83",Marketing,https://linkedin.com/in/user83,1987-02-27,NRIC83,46951ebf-b2c6-4ff1-8567-a99b4c10eeaa,Value_Secondary_Business_Acc_Mgr_83,"Owner 83",company83.com,PASS83,06c500e3-d11b-4e27-b1aa-22fd829b731f,Education,Training-Institute,UEN83,Value_Referrer_Email_Address_83,Direct
handle84,FIN84,Google,Value_Referred_By_84,SSIC84,"Company Block 84","Block 84",0,KL,https://company84.com,Diploma,Value_Sales_Region_84,9fd5bdfa-2f94-40e0-aeff-1cbd1bcec5fe,6216333a-bef1-41c4-88a8-1f8444a944eb,Private,Prospect,50000,"Test University 84",06b0cb1b-c003-4f53-9ea4-2d6665813994,10841fc1-d05c-4f9a-adb1-1dff163915d0,"Ref Address 84",https://facebook.com/company84,88f989a4-f8e3-41cc-9a87-e9a93cdb3bb5,KL,"Company 84",IT,https://linkedin.com/in/user84,1994-03-22,NRIC84,cbd041db-0914-4ec5-a3f4-5a83ebff6f5d,Value_Secondary_Business_Acc_Mgr_84,"Owner 84",company84.com,PASS84,ca1cbd87-162a-420d-aa50-46e596178346,Corporate,HigherED,UEN84,Value_Referrer_Email_Address_84,Partner
handle85,FIN85,LinkedIn,Value_Referred_By_85,SSIC85,"Company Block 85","Block 85",1,KL,https://company85.com,Degree,Value_Sales_Region_85,d0e24a55-92d3-46f5-804a-47040e3ac2b6,46a38ae5-df90-4150-9cca-368bdcc4ea8a,Public,Lead,50000,"Test University 85",4048aa24-a4b1-42b4-8795-63ffa3158b73,b47638a1-db64-404b-af43-504be5224330,"Ref Address 85",https://facebook.com/company85,6bb3b6dc-2e1f-4dd6-8803-6f959ff7c851,KL,"Company 85",Finance,https://linkedin.com/in/user85,1981-03-04,NRIC85,2e096a8d-5cb4-4060-b26d-6cbffb587af9,Value_Secondary_Business_Acc_Mgr_85,"Owner 85",company85.com,PASS85,ddbd5fab-8935-469d-b4fd-49e84a2f768d,SME,Training-Institute,UEN85,Value_Referrer_Email_Address_85,Reseller
handle86,FIN86,Facebook,Value_Referred_By_86,SSIC86,"Company Block 86","Block 86",0,KL,https://company86.com,Master,Value_Sales_Region_86,8bf74404-4de2-4aee-ba49-308eda13b343,95c15466-3663-465a-9e47-eaa9fdc4f83e,NGO,Customer,50000,"Test University 86",3f42e639-24d2-4c03-99b2-6d41ed94c5e0,5ac68908-ced5-44d1-a2d3-829e730c0975,"Ref Address 86",https://facebook.com/company86,4f146a86-6012-4bb5-8bf0-9eac207f5e12,KL,"Company 86",Sales,https://linkedin.com/in/user86,1987-07-11,NRIC86,f6856ea8-53d3-4e31-89e9-44d3d76bdc3f,Value_Secondary_Business_Acc_Mgr_86,"Owner 86",company86.com,PASS86,eb399f8a-73c2-4c43-a6ca-922a6e0bc332,Government,HigherED,UEN86,Value_Referrer_Email_Address_86,Direct
handle87,FIN87,Direct,Value_Referred_By_87,SSIC87,"Company Block 87","Block 87",1,KL,https://company87.com,PhD,Value_Sales_Region_87,a9c2ebde-92ab-41a9-8e19-24905f0f8eed,50348e3e-9f6b-472f-b1a7-2935a6a2c010,Private,Alumni,50000,"Test University 87",fefb1657-64ad-4b66-b68f-733a5e202b71,18041c39-1553-4728-96ef-bd561dfd226a,"Ref Address 87",https://facebook.com/company87,9e58ebbf-2362-45ac-963f-cd6bfe24b8dc,KL,"Company 87",Marketing,https://linkedin.com/in/user87,1996-02-24,NRIC87,509bd4a0-d8b8-4a28-99e9-f7a45b49736e,Value_Secondary_Business_Acc_Mgr_87,"Owner 87",company87.com,PASS87,86e23d4f-a611-4258-b05f-dd5f60ecbfc4,Education,Training-Institute,UEN87,Value_Referrer_Email_Address_87,Partner
handle88,FIN88,Google,Value_Referred_By_88,SSIC88,"Company Block 88","Block 88",0,KL,https://company88.com,Diploma,Value_Sales_Region_88,dc00d6de-8eb4-485f-8761-81186a2a1611,c2a78e68-e5ee-4786-b543-a9ddcc659a09,Public,Prospect,50000,"Test University 88",3981a75a-00c7-4771-8413-fb515e9bd217,ae292921-5324-43dd-b642-6e0d36089cd4,"Ref Address 88",https://facebook.com/company88,5f0d66fc-5c78-4db5-b25a-abc18be3ea0d,KL,"Company 88",IT,https://linkedin.com/in/user88,1984-05-12,NRIC88,a6ccc69b-91b8-4fd5-bd8d-ea8f1ad01116,Value_Secondary_Business_Acc_Mgr_88,"Owner 88",company88.com,PASS88,30e0327d-70f6-4c3f-bec0-ba5e70bf4f9f,Corporate,HigherED,UEN88,Value_Referrer_Email_Address_88,Reseller
handle89,FIN89,LinkedIn,Value_Referred_By_89,SSIC89,"Company Block 89","Block 89",1,KL,https://company89.com,Degree,Value_Sales_Region_89,89609f18-40ed-414e-ac94-d9cdd5403b00,c7b137e8-a55b-4a80-82ef-66f210f412a9,NGO,Lead,50000,"Test University 89",e07291b5-a7c6-44c6-9868-fcf39c42a12c,57862d14-73de-48a4-acf1-e044becdc35a,"Ref Address 89",https://facebook.com/company89,1b361584-3905-4ca5-bbee-66e0dd39d470,KL,"Company 89",Finance,https://linkedin.com/in/user89,1991-01-11,NRIC89,ae89d89b-9cec-40c8-9494-c59231b1111f,Value_Secondary_Business_Acc_Mgr_89,"Owner 89",company89.com,PASS89,2e6fcd1a-b801-4f79-adb7-f89ad552993c,SME,Training-Institute,UEN89,Value_Referrer_Email_Address_89,Direct
handle90,FIN90,Facebook,Value_Referred_By_90,SSIC90,"Company Block 90","Block 90",0,KL,https://company90.com,Master,Value_Sales_Region_90,f38374e1-78c0-4459-a2ce-7faa751eda9e,88fad433-efb6-4036-a327-8d7d3c007917,Private,Customer,50000,"Test University 90",4763f67e-83b8-464d-adbe-b6b9b395bc10,140bd660-50e3-44cf-9907-9b5788c90c9e,"Ref Address 90",https://facebook.com/company90,70483f8d-d836-4ae1-91e1-dfea58ce0b44,KL,"Company 90",Sales,https://linkedin.com/in/user90,1981-07-15,NRIC90,ba81816e-c5da-4279-ac53-72325fae2d23,Value_Secondary_Business_Acc_Mgr_90,"Owner 90",company90.com,PASS90,05e447bd-db4c-4e5e-9cb0-57fba8a2eb26,Government,HigherED,UEN90,Value_Referrer_Email_Address_90,Partner
handle91,FIN91,Direct,Value_Referred_By_91,SSIC91,"Company Block 91","Block 91",1,KL,https://company91.com,PhD,Value_Sales_Region_91,a65a120a-9ec0-4bae-b21a-36de6c30537c,86044bee-412b-44e4-afdd-c70c20032438,Public,Alumni,50000,"Test University 91",b3ff89a1-52a6-4d3c-afc4-34fd59001a74,dc328087-0a86-4809-becd-b910fb80158c,"Ref Address 91",https://facebook.com/company91,9ab18607-35c5-45c2-a6d7-57951af845a6,KL,"Company 91",Marketing,https://linkedin.com/in/user91,1988-06-27,NRIC91,fd00c5ae-5788-47fb-82c2-cde93b5ba1a3,Value_Secondary_Business_Acc_Mgr_91,"Owner 91",company91.com,PASS91,ca7a3cfe-3814-4f40-b9e7-d0504d53f2ee,Education,Training-Institute,UEN91,Value_Referrer_Email_Address_91,Reseller
handle92,FIN92,Google,Value_Referred_By_92,SSIC92,"Company Block 92","Block 92",0,KL,https://company92.com,Diploma,Value_Sales_Region_92,09fb5bde-b002-475f-9f5f-3ab751be89f4,ef41de62-153b-4d1d-9fe3-a4f59fd617da,NGO,Prospect,50000,"Test University 92",41ebb264-4cf0-4d63-8243-31c139754f86,d6801d8c-ea07-4546-81fc-9df04e19cbed,"Ref Address 92",https://facebook.com/company92,4c9136e0-3eda-450c-9e44-c686ad7b8cf2,KL,"Company 92",IT,https://linkedin.com/in/user92,1996-02-07,NRIC92,e731f24b-bccc-4f93-9e60-411fb9206591,Value_Secondary_Business_Acc_Mgr_92,"Owner 92",company92.com,PASS92,2e81a14a-44e9-495f-8416-38762c021d76,Corporate,HigherED,UEN92,Value_Referrer_Email_Address_92,Direct
handle93,FIN93,LinkedIn,Value_Referred_By_93,SSIC93,"Company Block 93","Block 93",1,KL,https://company93.com,Degree,Value_Sales_Region_93,b2f6385a-e6c0-47a1-812c-494bdfcebd42,034a8996-eb58-4264-8776-41f836528177,Private,Lead,50000,"Test University 93",88f2eb69-4e87-47a1-a4ce-03f033b1d02d,3b5f387f-0d8b-41ab-881a-9813c4991138,"Ref Address 93",https://facebook.com/company93,13ebdb50-89c5-413b-a21e-d1b20fcf0092,KL,"Company 93",Finance,https://linkedin.com/in/user93,1990-12-26,NRIC93,054cb0e3-faf6-45c8-ac73-4c18d9fb755c,Value_Secondary_Business_Acc_Mgr_93,"Owner 93",company93.com,PASS93,cc9dec15-c92c-47bf-bbdf-f3770384bb56,SME,Training-Institute,UEN93,Value_Referrer_Email_Address_93,Partner
handle94,FIN94,Facebook,Value_Referred_By_94,SSIC94,"Company Block 94","Block 94",0,KL,https://company94.com,Master,Value_Sales_Region_94,72c2ed68-1f2f-458f-8011-017a91f10ac7,e1146d22-dddc-4de2-a9cd-379b5f27645c,Public,Customer,50000,"Test University 94",df22b464-cb49-4dc6-accd-1a1770574b74,99371200-42a9-4116-9059-0ec35fdd22bc,"Ref Address 94",https://facebook.com/company94,69a11af9-3cfd-434d-b4eb-ce63a9449b44,KL,"Company 94",Sales,https://linkedin.com/in/user94,1997-04-09,NRIC94,c268a0b6-b3b5-4b30-8d83-2e8c773ccb9f,Value_Secondary_Business_Acc_Mgr_94,"Owner 94",company94.com,PASS94,f1a6276f-2d61-42ab-88e2-96d457560f85,Government,HigherED,UEN94,Value_Referrer_Email_Address_94,Reseller
handle95,FIN95,Direct,Value_Referred_By_95,SSIC95,"Company Block 95","Block 95",1,KL,https://company95.com,PhD,Value_Sales_Region_95,4e2dd1a0-0fe1-473b-952e-8481c70ca053,d683fae5-8abe-49ea-a4fa-75764100a72f,NGO,Alumni,50000,"Test University 95",a2fb7e82-fd15-44f7-ba85-4fb24e4148e2,57b507bd-6a5b-4f4b-ba57-064d4ea300d9,"Ref Address 95",https://facebook.com/company95,8b8abe4e-7a89-4fd4-b00e-706263a9445d,KL,"Company 95",Marketing,https://linkedin.com/in/user95,1987-06-01,NRIC95,feab5dfa-ce5a-4996-a511-16a7a798315c,Value_Secondary_Business_Acc_Mgr_95,"Owner 95",company95.com,PASS95,e14a118b-0fe8-41cc-9f2e-485c6169f462,Education,Training-Institute,UEN95,Value_Referrer_Email_Address_95,Direct
handle96,FIN96,Google,Value_Referred_By_96,SSIC96,"Company Block 96","Block 96",0,KL,https://company96.com,Diploma,Value_Sales_Region_96,8e3b4a4b-c2a6-4136-a77b-6a6d369e4177,e7893ce7-e40c-41df-9432-d02596d75d00,Private,Prospect,50000,"Test University 96",caa310ae-3867-497d-8e79-1698fc7fff3b,48c928cc-2323-444b-ba35-8cb6d67ce024,"Ref Address 96",https://facebook.com/company96,08f433b3-4af1-4a49-a195-1eedc54d66ee,KL,"Company 96",IT,https://linkedin.com/in/user96,1983-03-06,NRIC96,d051dcff-304f-47db-aa1f-ec84db6b54f2,Value_Secondary_Business_Acc_Mgr_96,"Owner 96",company96.com,PASS96,1a95fab6-6445-4f11-aa8a-4384d489edbb,Corporate,HigherED,UEN96,Value_Referrer_Email_Address_96,Partner
handle97,FIN97,LinkedIn,Value_Referred_By_97,SSIC97,"Company Block 97","Block 97",1,KL,https://company97.com,Degree,Value_Sales_Region_97,65563c17-6ae0-4da4-ab2c-7dc48de5fd00,50fa8350-b90e-4448-87bf-0012ce51c285,Public,Lead,50000,"Test University 97",552e1a67-69f4-4e5a-85d0-8fab91b0760f,4653c4ee-80fd-4e4e-a369-faef1f90ba95,"Ref Address 97",https://facebook.com/company97,febdc114-a2a5-4274-82a7-01c664f671b1,KL,"Company 97",Finance,https://linkedin.com/in/user97,1998-01-18,NRIC97,8fead326-46a4-4e8d-b769-a85633b25f9f,Value_Secondary_Business_Acc_Mgr_97,"Owner 97",company97.com,PASS97,7592f42e-739a-42d3-933c-1dca749e627d,SME,Training-Institute,UEN97,Value_Referrer_Email_Address_97,Reseller
handle98,FIN98,Facebook,Value_Referred_By_98,SSIC98,"Company Block 98","Block 98",0,KL,https://company98.com,Master,Value_Sales_Region_98,effd0f17-ebb3-49a5-9821-900fb94985f8,e03bcf45-c3f6-4047-a7fa-2756b9eb2c6f,NGO,Customer,50000,"Test University 98",96b14f5e-24b9-4a21-9240-ef34a3339ecb,51fd137a-b460-40a5-8542-b7f1db06e8cf,"Ref Address 98",https://facebook.com/company98,4d94d818-b885-400a-bfa5-fd0da53efb45,KL,"Company 98",Sales,https://linkedin.com/in/user98,1988-02-11,NRIC98,23860b56-136e-4cd2-8e28-2688351d07b5,Value_Secondary_Business_Acc_Mgr_98,"Owner 98",company98.com,PASS98,0e0a4d15-9a48-4f87-8d92-996489026142,Government,HigherED,UEN98,Value_Referrer_Email_Address_98,Direct
