Institute_Type,Do_Not_Call,Secondary_Business_Unit_Id,Parent_Guardian_Email,Major,Company_Website,Postal_Code,Sales_Campaign_Id,Resume,Solution,City,Company_City,Contact_Person_Email,No_of_Work_Experience_Year,Highest_Qualification,EduCLaaS_Account_Manager_Name,UTM_Campaign,Lead_Status,Phone_Number,Date_of_Birth,Contact_DB_Status_Id,FIN_Number,Last_Name,Company_Size_Category_Code,Contact_Source,Address_Line_1,Contact_Owner,Secondary_Business_Acc_Mgr,Company_State_Region,Company_Owner,Cilos_Substage_Id,Industry_Sector_Id,Company_Address_Line_1,UTM_Medium,Company_Name,Company_Phone,Country_Id,NRIC_Number,Website_URL,UTM_Source,Contact_Type_Id,Company_Postal_Code,Industry_Group,Address_Line_2,Primary_Business_Unit_Id,Race_Id,Primary_Business_Acc_Mgr,Job_Title,Managed_Contact,Country,Personal_Email,Current_Income_Yearly,Industry_Sector,First_Name,Company_Code,Sales_Region,Company_Linkedin_URL,Company_Facebook,Agentic_Type_Id,Parent_Guardian_Contact_No,Facebook_Id,Referrer_Address,Viber_Number,Sponsoring_Entity_Id,Company_Domain_Name,Industry,Referred_By,Lifecycle_Stage,State_Region,Mobile_Phone_Number,Parent_Guardian_NRIC_Passport_No,Employee_Range,Company_Notes,Company_Segment,WhatsApp_Phone_Number,Company_Address_Line_2,Annual_Revenue,Nationality_Id,Company_Status,CILOS_Life_Cycle_Stage,Salutation,School_Attended,Desired_Quarter_Intake,Company_UEN_Registration_No,Company_SSIC,Contact_Person,Next_Activity_Date,Partner_Type,LinkedIn_URL,Career_Level,Curation_Id,Referrer_Name,Referrer_Email_Address,Job_Classification,Current_Designation,Company_Email,Marketing_Campaign_Id,Solution_Group_Id,Work_Email,Contact_Notes,Passport_Number,Channel_Ref_Id,Linkedin_Handle,Company_Id,Residence_Status_Id
Training-Institute,1,0be151c2-5253-4337-8752-ac77e76b619d,parent77@example.com,Business,https://company77.com,50000,9179ce35-ed67-41f8-af89-e8e751a6714f,resume77.pdf,"Solution C","Kuala Lumpur","Kuala Lumpur",manager77@company.com,9,Degree,"Account Manager 77","Campaign 3",Working,032681891,1985-09-06,b7367e3b-4a67-4416-8ea6-0fae5b693e46,FIN77,Test77,Large,Sales,"Street 77",Value_Contact_Owner_77,Value_Secondary_Business_Acc_Mgr_77,KL,"Owner 77",89a695ab-046a-4968-aa05-1c4b11eaf454,eb798dbf-a937-4dd4-b946-bdd769140248,"Company Street 77",Email,"Company 77",035947299,9cd96447-695e-4e6d-8716-67fcc4d83051,NRIC77,https://company77.com,LinkedIn,6dafcd1d-503f-4a28-9a15-cd5fe1710026,50000,NGO,"Block 77",e3ad6768-9811-45dc-8e4b-f39792e6e5cd,662dae9e-be36-4b5f-8252-01ef6f523613,Value_Primary_Business_Acc_Mgr_77,Analyst,1,Malaysia,user77@example.com,70467,Value_Industry_Sector_77,User77,C77,Value_Sales_Region_77,https://linkedin.com/company/77,https://facebook.com/company77,bf304216-4bad-46b7-9a03-5ec105e71800,0116497236,0e1d1ab6-cccc-4ccf-81fc-547fde81bb75,"Ref Address 77",0169955285,bb22de2f-fe35-4c20-8a69-b85c12d4005c,company77.com,Finance,Value_Referred_By_77,Lead,KL,0121096859,PP77,11-50,"Company notes 77. Company notes 77. Company notes 77. Company notes 77. Company notes 77. Company notes 77. Company notes 77. Company notes 77. Company notes 77. Company notes 77. Company notes 77. Company notes 77. ",SME,0130984927,"Company Block 77",55537,a533e00e-aa92-4b41-bbaf-7e66951036dc,Inactive,Value_CILOS_Life_Cycle_Stage_77,Mrs,"Test University 77",2025-Q2,UEN77,SSIC77,"Manager 77",2026-03-04,Direct,https://linkedin.com/in/user77,Value_Career_Level_77,fc987f58-81a9-4cea-8d8c-7ca9351fa379,"Referrer 77",Value_Referrer_Email_Address_77,Finance,Mid,contact77@company.com,6eb7a763-38cd-4821-a3e3-8fe1c0219031,81169cfd-3bad-40c6-830f-58705def8bfb,work77@example.com,"Generated note 77. Generated note 77. Generated note 77. Generated note 77. Generated note 77. Generated note 77. Generated note 77. Generated note 77. Generated note 77. Generated note 77. ",PASS77,2cbfd8af-161c-49a4-ade8-1861d1da488f,handle77,566f0300-9e4f-4c77-b0cd-e87355e32be6,b842bb64-eaf4-4e1e-9b9f-4f61c31ac042
HigherED,0,a413da4a-5e76-4542-96aa-e90c7b3a3080,parent78@example.com,IT,https://company78.com,50000,82671551-4cad-47f5-927a-84e33743db2c,resume78.pdf,"Solution A","Kuala Lumpur","Kuala Lumpur",manager78@company.com,11,Master,"Account Manager 78","Campaign 4",Nurture,034426344,1998-06-20,4821c508-a539-4e4f-8dde-a0614cc1a354,FIN78,Test78,Small,Purchased,"Street 78",Value_Contact_Owner_78,Value_Secondary_Business_Acc_Mgr_78,KL,"Owner 78",51056736-36b9-4a21-bc54-c191002ec2cc,9e21522d-98c8-497a-a531-ebcecfc4983b,"Company Street 78",Organic,"Company 78",039762728,16ea0e70-ac98-4b1a-9de4-74d96eedd793,NRIC78,https://company78.com,Facebook,46ea667c-95e6-4d7a-94a3-afe8aa989768,50000,Private,"Block 78",ded1b23f-0db7-4559-9dac-28402d0493d1,5f6630cd-ac52-48f9-993f-e95b32e3e145,Value_Primary_Business_Acc_Mgr_78,Manager,0,Malaysia,user78@example.com,58647,Value_Industry_Sector_78,User78,C78,Value_Sales_Region_78,https://linkedin.com/company/78,https://facebook.com/company78,baa8db42-99be-43eb-931e-95d3299f1139,0137663289,118d7878-9be3-4718-b943-1d5fc4305be1,"Ref Address 78",0182860486,e73ec12f-c383-4a79-a70d-21223ca58572,company78.com,Education,Value_Referred_By_78,Customer,KL,0178176322,PP78,51-200,"Company notes 78. Company notes 78. Company notes 78. Company notes 78. Company notes 78. Company notes 78. Company notes 78. Company notes 78. Company notes 78. Company notes 78. Company notes 78. Company notes 78. ",Government,0157896356,"Company Block 78",419033,adf8ac32-7f6e-4851-9734-755fb7e2a3a9,Active,Value_CILOS_Life_Cycle_Stage_78,Dr,"Test University 78",2025-Q3,UEN78,SSIC78,"Manager 78",2026-03-04,Partner,https://linkedin.com/in/user78,Value_Career_Level_78,c8103fa8-c925-4688-9562-55d7b354ccd3,"Referrer 78",Value_Referrer_Email_Address_78,Sales,Senior,contact78@company.com,109402d5-2868-4f55-9f00-045c4a7a6537,cd433106-a1b1-4077-b6ca-a8a5f1a5fa56,work78@example.com,"Generated note 78. Generated note 78. Generated note 78. Generated note 78. Generated note 78. Generated note 78. Generated note 78. Generated note 78. Generated note 78. Generated note 78. ",PASS78,7c7919ec-2e69-4701-9cec-2b4ed292c508,handle78,4b5b2a73-342a-45b4-a6cb-bbd702e56cd7,3c4ffa08-8d15-44cd-84fa-12734d17bfed
Training-Institute,1,15a243b6-a5aa-48a2-9754-47aa710539d2,parent79@example.com,Engineering,https://company79.com,50000,860f7a22-87c3-42e9-a0c0-5096123ea237,resume79.pdf,"Solution B","Kuala Lumpur","Kuala Lumpur",manager79@company.com,10,PhD,"Account Manager 79","Campaign 5",Converted,036215860,1992-12-28,40eff6ed-5300-4d78-a67e-118eb906f330,FIN79,Test79,Medium,Linkedin,"Street 79",Value_Contact_Owner_79,Value_Secondary_Business_Acc_Mgr_79,KL,"Owner 79",f93d184b-d16a-4f79-8e89-08eab09e46a2,94029655-c4f4-4e32-8aa2-1bfeb7ae70a4,"Company Street 79",Referral,"Company 79",035192038,43116eb1-9fd9-48d5-953d-9417fc0818ec,NRIC79,https://company79.com,Direct,36e6d352-4285-4051-a650-04efe0ea54ea,50000,Public,"Block 79",13908b46-a437-47c2-9946-92a935aefb22,65bd6ea1-4ea4-4554-b77a-aceb5e3a76d5,Value_Primary_Business_Acc_Mgr_79,Developer,1,Malaysia,user79@example.com,42807,Value_Industry_Sector_79,User79,C79,Value_Sales_Region_79,https://linkedin.com/company/79,https://facebook.com/company79,7b1e59d8-aa91-4476-a997-f386f39f6d88,0165270172,ed49bafd-1252-42b1-9e62-aeb2dd77b04e,"Ref Address 79",0124490121,c7f48000-b600-41ef-a23d-7369bb7e60f3,company79.com,Retail,Value_Referred_By_79,Alumni,KL,0123791146,PP79,201-500,"Company notes 79. Company notes 79. Company notes 79. Company notes 79. Company notes 79. Company notes 79. Company notes 79. Company notes 79. Company notes 79. Company notes 79. Company notes 79. Company notes 79. ",Education,0125857583,"Company Block 79",180080,368e1a8c-8980-4a33-89d7-1a43ad78becf,Inactive,Value_CILOS_Life_Cycle_Stage_79,Mdm,"Test University 79",2025-Q4,UEN79,SSIC79,"Manager 79",2026-03-04,Reseller,https://linkedin.com/in/user79,Value_Career_Level_79,022a0ae1-fe9d-42d5-9a82-130830901e74,"Referrer 79",Value_Referrer_Email_Address_79,Marketing,Lead,contact79@company.com,37254b45-d7ec-4acf-a6fd-2c71dbca444e,965429a2-6dbe-4742-8783-6ddff285e580,work79@example.com,"Generated note 79. Generated note 79. Generated note 79. Generated note 79. Generated note 79. Generated note 79. Generated note 79. Generated note 79. Generated note 79. Generated note 79. ",PASS79,2b27b7e4-5e14-4b59-a777-d009eb5eb7a0,handle79,bb509e93-b14f-4d25-9636-cd267f2c148d,c986773c-6bf8-4c86-ac95-edc91638a0bd
HigherED,0,d7f722b0-0881-4db0-b630-6c6a375106ab,parent80@example.com,"Computer Science",https://company80.com,50000,ba640df1-69b9-41d6-869e-5a04c60e4b98,resume80.pdf,"Solution C","Kuala Lumpur","Kuala Lumpur",manager80@company.com,3,Diploma,"Account Manager 80","Campaign 1",New,035678261,1994-09-27,c4331a1e-487b-4be8-a94e-b83809adf04f,FIN80,Test80,Large,Marketing,"Street 80",Value_Contact_Owner_80,Value_Secondary_Business_Acc_Mgr_80,KL,"Owner 80",a42d8221-008f-4e07-ad8c-29aa71ea9e56,467ae98d-ec59-47f3-a13b-014abe23cd6c,"Company Street 80",CPC,"Company 80",031189117,1c7ad65a-b481-4efc-936b-a3218a5dfed5,NRIC80,https://company80.com,Google,30a5381c-c04b-48e1-a891-02fbd4546c91,50000,NGO,"Block 80",e8db4903-7d48-4cd8-8d8d-5241404715a2,544877bd-d5f5-40b2-866d-b13681da40e0,Value_Primary_Business_Acc_Mgr_80,Engineer,0,Malaysia,user80@example.com,146051,Value_Industry_Sector_80,User80,C80,Value_Sales_Region_80,https://linkedin.com/company/80,https://facebook.com/company80,03595da8-c281-4eb9-81db-c406364d145b,0128095032,a4405c2a-1b97-4727-8eb2-162502c82f20,"Ref Address 80",0185942793,2fa5d9d3-c47a-4e9d-bffc-7de67d697ca1,company80.com,Technology,Value_Referred_By_80,Prospect,KL,0198540523,PP80,1-10,"Company notes 80. Company notes 80. Company notes 80. Company notes 80. Company notes 80. Company notes 80. Company notes 80. Company notes 80. Company notes 80. Company notes 80. Company notes 80. Company notes 80. ",Corporate,0160666201,"Company Block 80",456294,823eb308-2f0a-4eaf-b2f7-778c52935e17,Active,Value_CILOS_Life_Cycle_Stage_80,Mr,"Test University 80",2025-Q1,UEN80,SSIC80,"Manager 80",2026-03-04,Direct,https://linkedin.com/in/user80,Value_Career_Level_80,5e011996-971e-480a-afe3-0c663cb8cbee,"Referrer 80",Value_Referrer_Email_Address_80,IT,Junior,contact80@company.com,16f0ee25-97f6-4555-b132-701d23169c9d,83a0b40d-4b8e-41af-84fa-59be308b757a,work80@example.com,"Generated note 80. Generated note 80. Generated note 80. Generated note 80. Generated note 80. Generated note 80. Generated note 80. Generated note 80. Generated note 80. Generated note 80. ",PASS80,9aae24ae-dd1b-48d2-9b05-be748d235c30,handle80,960cf984-8db7-4668-8047-cfb8ef0af9ff,d919358f-f17d-4230-8840-bd1965cca94a
Training-Institute,1,fbe1adf6-9c11-40bf-a2e5-285d7179beb8,parent81@example.com,Business,https://company81.com,50000,260f941f-1d26-48e7-ac0e-5b080c67bef5,resume81.pdf,"Solution A","Kuala Lumpur","Kuala Lumpur",manager81@company.com,11,Degree,"Account Manager 81","Campaign 2",Working,033361952,1994-05-06,5f14bcc2-a446-4927-a8c2-0b302212dd2a,FIN81,Test81,Small,Sales,"Street 81",Value_Contact_Owner_81,Value_Secondary_Business_Acc_Mgr_81,KL,"Owner 81",640ef115-e0e1-4c8f-a8cd-a3b03510c0fe,feaa74e5-0eeb-4e4c-9762-332268e85b61,"Company Street 81",Email,"Company 81",037336559,9990e225-eb8c-42b6-81d7-86c1d18f7a3f,NRIC81,https://company81.com,LinkedIn,d39e1d3d-2e31-4f79-ba6f-310469ffa333,50000,Private,"Block 81",c5e07d1a-1834-4db6-9caa-3092747d7696,818c0a5b-51ca-4df1-8bce-21327a8f0bf5,Value_Primary_Business_Acc_Mgr_81,Analyst,1,Malaysia,user81@example.com,39717,Value_Industry_Sector_81,User81,C81,Value_Sales_Region_81,https://linkedin.com/company/81,https://facebook.com/company81,5bff032d-c6e0-440b-ba49-d91264b05d80,0161397497,15784572-df03-42cd-aedd-d446361945b5,"Ref Address 81",0114795843,b6d6cbd9-220d-40db-84e6-2e3dbd6c0363,company81.com,Finance,Value_Referred_By_81,Lead,KL,0133828993,PP81,11-50,"Company notes 81. Company notes 81. Company notes 81. Company notes 81. Company notes 81. Company notes 81. Company notes 81. Company notes 81. Company notes 81. Company notes 81. Company notes 81. Company notes 81. ",SME,0158452148,"Company Block 81",434401,aa6bf5a1-02f7-4a4d-9901-c91638d27092,Inactive,Value_CILOS_Life_Cycle_Stage_81,Ms,"Test University 81",2025-Q2,UEN81,SSIC81,"Manager 81",2026-03-04,Partner,https://linkedin.com/in/user81,Value_Career_Level_81,0fd3d8a5-24e2-494d-be1a-02f1328c9c75,"Referrer 81",Value_Referrer_Email_Address_81,Finance,Mid,contact81@company.com,89b48678-b7c1-4f87-8568-671715e000ec,3bf4472e-7d49-4fa1-852c-11abc62b360c,work81@example.com,"Generated note 81. Generated note 81. Generated note 81. Generated note 81. Generated note 81. Generated note 81. Generated note 81. Generated note 81. Generated note 81. Generated note 81. ",PASS81,70c87b8a-408c-4f1e-8af7-96a6d8060d9a,handle81,88c89132-dece-4b9a-b626-e5f29cf9b585,124d68c3-33d5-4829-bf51-0884b976e8a2
HigherED,0,480254b8-270d-4e5f-8be2-1cf09a56a960,parent82@example.com,IT,https://company82.com,50000,80d3b9be-ad19-4230-b303-d1054b086cec,resume82.pdf,"Solution B","Kuala Lumpur","Kuala Lumpur",manager82@company.com,10,Master,"Account Manager 82","Campaign 3",Nurture,032125159,1983-05-16,88874248-a883-478c-960a-e94202e4a0d4,FIN82,Test82,Medium,Purchased,"Street 82",Value_Contact_Owner_82,Value_Secondary_Business_Acc_Mgr_82,KL,"Owner 82",7355b8eb-9913-43c5-9a1f-5e8419acdfbf,5800409f-bb87-4101-8d85-7670dfdc9b6d,"Company Street 82",Organic,"Company 82",033368497,dba456fc-1758-411e-980b-0e0722c44e2c,NRIC82,https://company82.com,Facebook,8c829b01-e73b-475a-b00a-ec7bb2d7e16b,50000,Public,"Block 82",0e09a01a-bb26-4108-98b2-b85e3dc2004b,1b4e4d71-b863-43ff-bf83-208ca1ed1c8b,Value_Primary_Business_Acc_Mgr_82,Manager,0,Malaysia,user82@example.com,64884,Value_Industry_Sector_82,User82,C82,Value_Sales_Region_82,https://linkedin.com/company/82,https://facebook.com/company82,29246e67-6650-4131-a394-97e62afa6260,0196553215,5a95c43e-026e-4a70-8dae-a96b3985c21f,"Ref Address 82",0193532605,052de659-86a6-4402-a98b-f61cf3c6e00d,company82.com,Education,Value_Referred_By_82,Customer,KL,0127577390,PP82,51-200,"Company notes 82. Company notes 82. Company notes 82. Company notes 82. Company notes 82. Company notes 82. Company notes 82. Company notes 82. Company notes 82. Company notes 82. Company notes 82. Company notes 82. ",Government,0180269190,"Company Block 82",288732,10e5e698-44ab-42a2-8a22-502ddf382244,Active,Value_CILOS_Life_Cycle_Stage_82,Mrs,"Test University 82",2025-Q3,UEN82,SSIC82,"Manager 82",2026-03-04,Reseller,https://linkedin.com/in/user82,Value_Career_Level_82,91cac3bd-004f-458b-a42d-40ad01710cbf,"Referrer 82",Value_Referrer_Email_Address_82,Sales,Senior,contact82@company.com,3bfc2acb-966b-42ed-9ec1-090e87766b7f,97bf035f-b94d-408d-8205-390464f7686a,work82@example.com,"Generated note 82. Generated note 82. Generated note 82. Generated note 82. Generated note 82. Generated note 82. Generated note 82. Generated note 82. Generated note 82. Generated note 82. ",PASS82,a4da5c3f-0a0e-41fb-8343-f13b8e055817,handle82,129ff2ce-9934-4b3a-b493-b65c53382bc4,6670e911-302f-453d-8056-bed7232ae239
Training-Institute,1,3d2dc0eb-5f08-4567-a5ef-3bdd6f77ac1e,parent83@example.com,Engineering,https://company83.com,50000,339c82f7-beac-46a3-aa00-7a4f4eaa9c32,resume83.pdf,"Solution C","Kuala Lumpur","Kuala Lumpur",manager83@company.com,14,PhD,"Account Manager 83","Campaign 4",Converted,037307569,1980-08-28,71da81c8-5548-4f03-9e05-0b500a7263c3,FIN83,Test83,Large,Linkedin,"Street 83",Value_Contact_Owner_83,Value_Secondary_Business_Acc_Mgr_83,KL,"Owner 83",9ba33b88-10a7-4fa7-98cc-def23e7ef965,3fd5354f-2f73-416f-9098-b08847afced4,"Company Street 83",Referral,"Company 83",033809891,a39ad27a-c2d1-43cf-9840-731e357ef304,NRIC83,https://company83.com,Direct,0d5fcdee-acbb-408a-a970-c874692386b5,50000,NGO,"Block 83",1c45be0b-3808-43b6-81b1-1b8a67f359de,2688da21-6508-4777-80e4-60166d99e916,Value_Primary_Business_Acc_Mgr_83,Developer,1,Malaysia,user83@example.com,131217,Value_Industry_Sector_83,User83,C83,Value_Sales_Region_83,https://linkedin.com/company/83,https://facebook.com/company83,1d08cb41-76e6-46eb-a54b-8fb7ddf4b421,0136590413,a2b79e7d-66ee-4511-869d-aa7ec36580c0,"Ref Address 83",0183727777,e15c61ce-79fd-4ec2-8a25-6c2f35aebbd5,company83.com,Retail,Value_Referred_By_83,Alumni,KL,0137723117,PP83,201-500,"Company notes 83. Company notes 83. Company notes 83. Company notes 83. Company notes 83. Company notes 83. Company notes 83. Company notes 83. Company notes 83. Company notes 83. Company notes 83. Company notes 83. ",Education,0126682001,"Company Block 83",345374,a137decc-2d9c-4072-9048-5f88f2f222e1,Inactive,Value_CILOS_Life_Cycle_Stage_83,Dr,"Test University 83",2025-Q4,UEN83,SSIC83,"Manager 83",2026-03-04,Direct,https://linkedin.com/in/user83,Value_Career_Level_83,26423cd6-7391-4d0b-ab7f-3323dc372744,"Referrer 83",Value_Referrer_Email_Address_83,Marketing,Lead,contact83@company.com,d9094799-652d-448e-ad5c-b9c9f0e5c6e7,affe15f7-1b30-421d-8fa6-ffe30c3ddc9d,work83@example.com,"Generated note 83. Generated note 83. Generated note 83. Generated note 83. Generated note 83. Generated note 83. Generated note 83. Generated note 83. Generated note 83. Generated note 83. ",PASS83,da4bab8f-b861-4254-a00a-ae89df5f654b,handle83,cea058ce-3ba9-48aa-9887-77bf390da1c9,78d1c312-7b10-4eca-9508-2605f145bf69
HigherED,0,42db5db8-e5a6-4bd3-bfbd-62cdb88552d4,parent84@example.com,"Computer Science",https://company84.com,50000,52c91834-7fa4-4f77-985f-b8371fdc401f,resume84.pdf,"Solution A","Kuala Lumpur","Kuala Lumpur",manager84@company.com,12,Diploma,"Account Manager 84","Campaign 5",New,036161709,1992-08-14,2e602009-d9c6-49eb-966e-da87a70a05ba,FIN84,Test84,Small,Marketing,"Street 84",Value_Contact_Owner_84,Value_Secondary_Business_Acc_Mgr_84,KL,"Owner 84",784391eb-f946-460b-889f-50827ca84565,c810ea73-cdf4-43af-94f0-d6e1e102792b,"Company Street 84",CPC,"Company 84",037783257,8eab42ce-31b2-4e04-94ab-6e74e8aadd72,NRIC84,https://company84.com,Google,82121527-6548-4faa-91e1-03f3f5937faa,50000,Private,"Block 84",48eb95f9-8250-4d00-9815-2bc296e13004,29637219-857d-40e7-bc5e-8aa006a6fb8e,Value_Primary_Business_Acc_Mgr_84,Engineer,0,Malaysia,user84@example.com,104534,Value_Industry_Sector_84,User84,C84,Value_Sales_Region_84,https://linkedin.com/company/84,https://facebook.com/company84,9cc0974a-93b7-48f2-ad61-05ff4b0ba380,0160690769,3500b2ad-0910-4c6b-950d-781b64f08bd4,"Ref Address 84",0143308340,86d7b2fb-b685-40d4-91c8-002c912d2a53,company84.com,Technology,Value_Referred_By_84,Prospect,KL,0198211504,PP84,1-10,"Company notes 84. Company notes 84. Company notes 84. Company notes 84. Company notes 84. Company notes 84. Company notes 84. Company notes 84. Company notes 84. Company notes 84. Company notes 84. Company notes 84. ",Corporate,0167376823,"Company Block 84",198131,13bbcc24-d456-4b24-9784-8545bfcc306f,Active,Value_CILOS_Life_Cycle_Stage_84,Mdm,"Test University 84",2025-Q1,UEN84,SSIC84,"Manager 84",2026-03-04,Partner,https://linkedin.com/in/user84,Value_Career_Level_84,43c7eb47-acb1-4d1c-bbd8-1a248f975183,"Referrer 84",Value_Referrer_Email_Address_84,IT,Junior,contact84@company.com,2803c184-477b-478c-9988-643ede1e3b70,eeb5ae55-6e0b-4e3d-888e-41e0736e2c63,work84@example.com,"Generated note 84. Generated note 84. Generated note 84. Generated note 84. Generated note 84. Generated note 84. Generated note 84. Generated note 84. Generated note 84. Generated note 84. ",PASS84,5df2d2d3-ea7c-445f-b58e-518ad72274b5,handle84,4d7484b9-b0b2-4ecf-ba69-fa9e4c808d16,84acb7f5-1d5b-4f94-9c19-bd2153c4e27b
Training-Institute,1,c0376b1d-fe36-4cd6-9dfb-bf50eeab3811,parent85@example.com,Business,https://company85.com,50000,39faf565-5aa3-476d-a1be-e2765166c795,resume85.pdf,"Solution B","Kuala Lumpur","Kuala Lumpur",manager85@company.com,15,Degree,"Account Manager 85","Campaign 1",Working,036847518,1982-07-17,ff3b093e-e21a-4317-83fd-91697d0d8957,FIN85,Test85,Medium,Sales,"Street 85",Value_Contact_Owner_85,Value_Secondary_Business_Acc_Mgr_85,KL,"Owner 85",10520f03-a016-494d-9328-8da45a31c426,7cdf9d08-7c86-47b8-bf59-f0e0070c9cce,"Company Street 85",Email,"Company 85",035487489,115e05ec-09be-4309-acc5-11760d14ba3e,NRIC85,https://company85.com,LinkedIn,fa7e83bd-ba91-4d1d-854c-3569a797e03a,50000,Public,"Block 85",714459eb-1fad-4675-afe5-2ebd4232de62,6d9307bd-8b62-4fe4-b2a4-3ad3402bb5b7,Value_Primary_Business_Acc_Mgr_85,Analyst,1,Malaysia,user85@example.com,102757,Value_Industry_Sector_85,User85,C85,Value_Sales_Region_85,https://linkedin.com/company/85,https://facebook.com/company85,4c2021c1-01a2-445e-a72d-f13c4dde63a3,0145477773,7335158e-f3dd-4a26-89fc-1370f603b8cb,"Ref Address 85",0186310789,460bff7b-c7e5-4708-81d9-402e18bb65f3,company85.com,Finance,Value_Referred_By_85,Lead,KL,0175622165,PP85,11-50,"Company notes 85. Company notes 85. Company notes 85. Company notes 85. Company notes 85. Company notes 85. Company notes 85. Company notes 85. Company notes 85. Company notes 85. Company notes 85. Company notes 85. ",SME,0136525901,"Company Block 85",181775,655b2427-763e-46e4-b462-c4e4b6571155,Inactive,Value_CILOS_Life_Cycle_Stage_85,Mr,"Test University 85",2025-Q2,UEN85,SSIC85,"Manager 85",2026-03-04,Reseller,https://linkedin.com/in/user85,Value_Career_Level_85,c4600492-0c21-4f87-9dd6-730f7f8dd912,"Referrer 85",Value_Referrer_Email_Address_85,Finance,Mid,contact85@company.com,b89113eb-3230-495b-890d-fff668914d6b,9add4de7-ddac-46de-8301-beff82826cb5,work85@example.com,"Generated note 85. Generated note 85. Generated note 85. Generated note 85. Generated note 85. Generated note 85. Generated note 85. Generated note 85. Generated note 85. Generated note 85. ",PASS85,f133cea0-8ee9-4b68-b331-9c63754c3d2e,handle85,bc6b15b4-a546-4493-8343-eaa8fb5e39b6,6dd23dca-82bf-4ccb-a398-f8c52ce6fed2
HigherED,0,d3869745-fb89-43e1-98b0-cdf4c484f4e5,parent86@example.com,IT,https://company86.com,50000,7fed1e9a-777a-46bd-b06c-5e08c4c94173,resume86.pdf,"Solution C","Kuala Lumpur","Kuala Lumpur",manager86@company.com,10,Master,"Account Manager 86","Campaign 2",Nurture,031426314,1987-06-20,fa785b41-d702-43bb-b3fc-ce9aaf95d1f5,FIN86,Test86,Large,Purchased,"Street 86",Value_Contact_Owner_86,Value_Secondary_Business_Acc_Mgr_86,KL,"Owner 86",8e35cf23-b763-46f3-bef6-79d0201af881,605441e4-7276-47ce-80f7-90d246e3238e,"Company Street 86",Organic,"Company 86",039958655,ae37f323-37ed-413f-bb61-a5cd8003f795,NRIC86,https://company86.com,Facebook,7988aa17-d417-4583-8bfb-a59a7019441b,50000,NGO,"Block 86",fe7bfb88-5c3f-43e4-9a95-597157188354,ef974c01-0d18-4208-b4a4-ce26fc3e01fa,Value_Primary_Business_Acc_Mgr_86,Manager,0,Malaysia,user86@example.com,71112,Value_Industry_Sector_86,User86,C86,Value_Sales_Region_86,https://linkedin.com/company/86,https://facebook.com/company86,0e1a12d3-fc5f-4641-b864-488e649b3e21,0177636507,aaccbb25-2a35-442c-82b9-c55a38f1f458,"Ref Address 86",0119077590,c3a6961c-9621-428d-a07d-09e604203a30,company86.com,Education,Value_Referred_By_86,Customer,KL,0111014754,PP86,51-200,"Company notes 86. Company notes 86. Company notes 86. Company notes 86. Company notes 86. Company notes 86. Company notes 86. Company notes 86. Company notes 86. Company notes 86. Company notes 86. Company notes 86. ",Government,0171951183,"Company Block 86",197620,29235841-3a51-4877-9a3b-144dff9b1c71,Active,Value_CILOS_Life_Cycle_Stage_86,Ms,"Test University 86",2025-Q3,UEN86,SSIC86,"Manager 86",2026-03-04,Direct,https://linkedin.com/in/user86,Value_Career_Level_86,cd24c44c-2add-4aa9-8f50-18491cfa9dc1,"Referrer 86",Value_Referrer_Email_Address_86,Sales,Senior,contact86@company.com,e1913e31-abdc-4761-ac8c-aa9cf6a92125,6bfaf8d9-8e6b-492d-bad4-0ee1295af29d,work86@example.com,"Generated note 86. Generated note 86. Generated note 86. Generated note 86. Generated note 86. Generated note 86. Generated note 86. Generated note 86. Generated note 86. Generated note 86. ",PASS86,93943720-9f65-4fdb-85d4-e61a959d4e4b,handle86,fb970eb6-c301-4afe-a65f-973be3e4f5a0,a09bf678-81e6-4e38-846d-ced6301779ac
